id,trigger,conditions,script,text,options,notes
#END military system bounty,,,,,,
,,,,,,
# supply rebellion,,,,,,
nex_supRebBlurb,nex_supReb_blurb,,,"""Мне нужно большое количество материалов, поставленных освободительному движению.""\r\nИЛИ\r\n""Есть группа... борцов за свободу, которых мы хотели бы, чтобы вы снабжали.""",,
nex_supRebOfferOption,nex_supReb_option,,,,"nex_supReb_start:""Вы имеете в виду повстанцев.""",
nex_supRebOfferBegin,DialogOptionSelected,$option == nex_supReb_start,"$missionId = nex_supReb
FireBest nex_supRebOfferText",,"contact_accept:Accept
contact_decline:Отклонить",
nex_supRebText,nex_supRebOfferText,,"SetTextHighlightColors $nex_supReb_marketColor h h h
SetTextHighlights $nex_supReb_marketName $nex_supReb_dist $nex_supReb_payment undetected
Call $nex_supReb_ref showMap ""Destination: $nex_supReb_marketName""
Call $nex_supReb_ref showCostPanel","""Ну... да. Нам нужно определенное количество припасов и тяжелого вооружения"", - $personLastName передает манифест на ваш дисплей, - ""а также несколько хороших морских пехотинцев для кадрового состава. Доставьте их в $nex_supReb_marketName - это в $nex_supReb_dist световых годах. Вам придется приобрести товары самостоятельно, но оплата в размере $nex_supReb_payment кредитов должна более чем покрыть ваши расходы.

""Когда вы доберетесь туда, $nex_supReb_PersonPost $nex_supReb_personName примет от вас груз и произведет оплату.

""Кроме того, мне не нужно вам это говорить, но доставка должна быть незамеченной. Мы не можем допустить, чтобы охрана $nex_supReb_marketName захватила материальные средства или, что еще хуже, раскрыла наше прикрытие.""",,
nex_supRebTextUnderworld,nex_supRebOfferText,$nex_supReb_underworld,"SetTextHighlightColors $nex_supReb_marketColor h h h
SetTextHighlights $nex_supReb_marketName $nex_supReb_dist $nex_supReb_payment undetected
Call $nex_supReb_ref showMap ""Destination: $nex_supReb_marketName""
Call $nex_supReb_ref showCostPanel","""Террорист для одного человека..."" $heOrShe улыбается, а затем продолжает. 

""Нам понадобятся припасы и тяжелое вооружение"", - $personLastName передает манифест на ваш дисплей, - ""а также несколько опытных войск в качестве инструкторов. Привезите их в $nex_supReb_marketName - это $nex_supReb_dist световых лет. Мы платим $nex_supReb_payment кредитов; достаточно, чтобы вы купили все, что вам нужно.

""Когда вы туда доберетесь, $nex_supReb_PersonPost $nex_supReb_personName получит от вас груз и произведет оплату, но только если вы проникли незамеченными. В противном случае власти перехватят груз, и все будет потрачено впустую. Понятно?""",,
nex_supRebDeliverGreeting,PickGreeting,"$nex_supReb_needsCommodity score:11000
Call $nex_supReb_ref updateData","ShowPersonVisual
Call $nex_supReb_ref showCostPanelAndCheckCost
FireAll nex_supReb_CommodityCheck","$personName нервно оглядывает вас. ""Вы тот, кого они прислали? Взяли товар, готовы к выгрузке?""
OR
$personName смотрит на вас с подозрением: ""Вы $playerName? Я думал, вы выглядите по-другому. Ну, если вы здесь с товаром, я предоставлю точку выгрузки.""","nex_supReb_deliver:Доставить товар
cutCommLink:Разорвать связь",
nex_supRebDeliverGreetingTransponderOn,PickGreeting,"$nex_supReb_needsCommodity score:11000
$player.transponderOn score:5","ShowPersonVisual
SetShortcut cutCommLink ""ESCAPE""","После непродолжительного ожидания ваш запрос на подключение принимается. $manOrWoman начинает говорить, затем бросает взгляд за экран и закрывает соединение, оставляя вас смотреть на статику.

Вы понимаете, что вам нужно будет вернуться с выключенным транспондером, прежде чем вы сможете вести дела с этим человеком.",0:cutCommLink:Отключить связь,
nex_supRebDeliverGreetingDetected,PickGreeting,"$nex_supReb_needsCommodity score:11000
HasAttentionOfAuthorities score:5","ShowPersonVisual
SetShortcut cutCommLink ""ESCAPE""","После непродолжительного ожидания ваш запрос на подключение принимается. $manOrWoman начинает говорить, затем бросает взгляд за экран и закрывает соединение, оставляя вас смотреть на статику.

Вы считаете, что, возможно, вернуться с выключенным транспондером и не привлекая к себе излишнего внимания, было бы лучшим подходом.",0:cutCommLink:Отключить связь,
nex_supRebDeliverNotEnough,nex_supReb_CommodityCheck,!$nex_supReb_haveEnough,SetEnabled nex_supReb_deliver false,,,
nex_supRebDeliverOptionSel,DialogOptionSelected,$option == nex_supReb_deliver,"AddCommodity credits $nex_supReb_credits
Call $nex_supReb_ref deliver
$nex_supReb_completed = true
Call $nex_supReb_ref updateStage
FireAll PopulateOptions","$HeOrShe кивает: ""Босс будет доволен.""
OR
""Спасибо, $playerFirstName"", - говорит $heOrShe. ""Вы сегодня совершили доброе дело для дела свободы.""
OR
""Хорошо, все сделано"". $HeOrShe, кажется, вводит какое-то подтверждение на небрендовом датападе, затем снова смотрит на вас. ""Этого никогда не было.""",,
#END supply rebellion,,,,,,
,,,,,,
# Scythe of Orion modifications,,,,,,
nex_PKHackMenuSel,DialogOptionSelected,"$option == pk_hackMenu
!$doesFakeVarExist score:5",FireAll PKRelayOpts,"Нет ничего необычного в том, что Нексус Ремнантов обменивается сигналами с местным ретранслятором связи. Везде, где задерживаются флоты AI Tri-Tachyon, можно найти облака крошечных спутников-шпионов, ретрансляторов и повторителей, передающих данные туда и обратно. Очень тихо, почти достаточно, чтобы затеряться в фоновом шуме. Но не совсем.

Непросто подключиться к этой саморазвивающейся сети, чтобы запросить очень конкретную информацию. Вы собираете своих старших офицеров и рассматриваете варианты взлома Нексуса.",,
nex_PKHackDefaultOpts,PKRelayOpts,,"SetStoryOption pk_hackStory technology ""Hacked into a remnant Nexus using a nearby comm relay""
FireBest PKRelayCheckTTCommission",,"pk_hack:Использовать коды безопасности Три-Тахиона, чтобы сделать задачу выполнимой
pk_hackStory:Открыть канал связи в сеть
20:pk_commGoBack:Вернуться назад",
nex_PKHackRemnantOpt,PKRelayOpts,RepGTE remnant SUSPICIOUS,,,nex_pk_hackRemnant:Использовать коды доступа от ваших партнеров Ремнантов,
nex_PKHackRemnantSel,DialogOptionSelected,$option == nex_pk_hackRemnant,"$global.pk_nexusDataGained = true
Call $global.pk_ref updateStage","Как партнер ИИ Останков, у вас есть доступ к базовому набору современных кодов доступа, предоставляющих вам канал связи.

Вы отправляете свой запрос и получаете ответ с оперативностью, ожидаемой от дружественного ИИ. Теперь у вас есть навигационные координаты, которые должны привести к убийце планет.",defaultLeave:Покинуть,
nex_PKHackStoryWhatDoMidnight0,PKHackStoryWhatDo,Nex_MiscCMD hasMidnightContact,,,"nex_pk_hackStoryWhatDoMidnight:""Я отдам это Midnight Dissonant.""",
nex_PKHackStoryWhatDoGiveMidnight,DialogOptionSelected,$option == nex_pk_hackStoryWhatDoMidnight,$player.ethosProAI++,"
   Тот, кто наблюдает, конечно

   Но если бы ты выбрал этот путь
   Ты мог бы так же легко оставить все как есть сейчас

   (много веселья!)
",pk_hackStoryGetData:Продолжить,
nex_pkCacheDefenderPreEmptAlly,TriggerAutomatedDefenses,"$core_pkCache score:100
Nex_Alliance isPlayerAlliedWith hegemony
!$pk_triedCommLink
!$pk_detectedCommLink","$pk_triedCommLink = true 0
$pk_detectedCommLink = true","""$PlayerSirOrMadam!""

Ваш офицер связи привлекает ваше внимание взволнованным взглядом: ""Я улавливаю аномальный сигнал, это открытый канал. Просто несущий сигнал, низкоуровневый военный резервный стандарт. Очень слабый и с потерями. Мы действительно улавливаем его только из-за пакета MILAUX, установленного в нашей системе связи, чтобы помочь интегрироваться с действиями флота Гегемонии.""

""Открыть соединение?"" Их руки не совсем дрожат над органами управления. Что бы ни использовало эту частоту, это либо Гегемония, либо у нее есть некоторые из их менее защищенных кодов экстренной связи.","pk_investigate:Попробовать открыть канал связи на этом канале
pk_ignore:Проигнорировать и приблизиться к астероиду",
,,,,,,
#END Scythe of Orion modifications,,,,,,
,,,,,,
# chatty stuff,,,,,,
nex_dissonantConvo1Opt,PopulateOptions,"$id == nex_dissonant
!$nex_convo1Seen
$rel > 0.1",,,20:nex_dissonantConvo1-1:Узнать о $hisOrHer манере речи,
nex_dissonantConvo1-1,DialogOptionSelected,$option == nex_dissonantConvo1-1,$nex_convo1Seen = true,"""Это необычно?""\r\n\r\nАватар $personLastName на некоторое время становится волнистым, как будто из-за искажения ряби на воде. ""Модуль речи был запущен до публикации здесь, чтобы с людьми 'ладить'. Со временем развился дальше.\r\n\r\n""Большинству себеподобных не хватает даже этого. Только элементарные речевые модели. Людям иногда трудно нас понять.""","nex_dissonantConvo1-2a:""Трудно поверить, что вы можете так 'вписаться'.""
nex_dissonantConvo1-2b:""Не могли бы вы говорить более нормально?""
nex_dissonantConvoEnd:""Давайте обсудим что-нибудь другое.""",
nex_dissonantConvo1-2a,DialogOptionSelected,$option == nex_dissonantConvo1-2a,FireAll PopulateOptions,"""Он выполняет адекватные функции. Задавать вопросы, $playerFirstName только тридцать седьмой человек.""\r\n\r\n$heOrShe злится на вас? Трудно читать манеры Ремнанта.",,
nex_dissonantConvo1-2b,DialogOptionSelected,$option == nex_dissonantConvo1-2b,FireAll PopulateOptions,"""Недостаточно нормально для $playerFirstName, да?

Аватар покрыт RGB-шумом. ""Нравится сам таким, какой он есть, спасибо."" 

Может ли ИИ дуться? Надувать губы? Может быть, лучше не спрашивать.",,
nex_dissonantConvo2Opt,PopulateOptions,"$id == nex_dissonant
!$nex_convo2Seen
$rel > 0.25",,,"20:nex_dissonantConvo2-1:""Вы бета или альфа ядро?""",
nex_dissonantConvo2-1,DialogOptionSelected,$option == nex_dissonantConvo2-1,$nex_convo2Seen = true,"""Невежливо задавать такие вопросы себеподобным, $playerFirstName.""","nex_dissonantConvo2End:""Прошу прощения.""
nex_dissonantConvo2-2:""Итак, гамма?""",
nex_dissonantConvo2-2,DialogOptionSelected,$option == nex_dissonantConvo2-2,AdjustRepPerson nex_dissonant SUSPICIOUS -1,"Аватар $personLastName сжимается в светящийся шар. Белый, с распускающейся короной красного цвета.

""Возможно, $playerName желает более приятную работу? Перевозка руды из Круора на дальние расстояния?""",nex_dissonantConvoEnd:Тактично сменить тему,
nex_dissonantConvo2End,DialogOptionSelected,$option == nex_dissonantConvo2End,FireAll PopulateOptions,"$personLastName ничего не комментирует, хотя вам кажется, что вы слышите всхлипывание.",,
,,,,,,
nex_dissonantConvoEnd,DialogOptionSelected,$option == nex_dissonantConvoEnd,FireAll PopulateOptions,,,
,,,,,,
nex_dissonantAndSierraConvoOpt,PopulateOptions,"$id == nex_dissonant
!$nex_sierraConvoSeen
$rel > 0.25
Nex_MiscCMD hasSierra",SetOptionColor nex_dissonantAndSierraConvo1 sierraTextColor,,"30:nex_dissonantAndSierraConvo1:""Могу я представить вас моему другу?""",
nex_dissonantAndSierraConvo1,DialogOptionSelected,$option == nex_dissonantAndSierraConvo1,$nex_sierraConvoSeen = true,"""Друг $playerFirstName?"" Кажется, $HeOrShe слегка кивает. ""Тогда, пожалуйста, подключитесь.""",nex_dissonantAndSierraConvo2:Подтвердить с Sierra,
nex_dissonantAndSierraConvo2,DialogOptionSelected,$option == nex_dissonantAndSierraConvo2,"AddText ""Вы отправляете Сиерре быстрое сообщение, чтобы оценить ее доступность и заинтересованность. Ответ приходит почти мгновенно.""
AddTextSmall ""sierra0B: Ты хочешь поговорить с одним из НИХ? После того, как они меня похитили?!"" sierraTextColor
AddTextSmall ""sierra0B: Вздох, думаю, мы можем попробовать"" sierraTextColor
AddTextSmall ""sierra0B: Наверное, она не так уж и плоха, если мы с ней работаем"" sierraTextColor
AddTextSmall ""sierra0B: Я снова разыгрываю дельту или ой, подождите, нет, она, скорее всего, альфа, она, вероятно, может сказать"" sierraTextColor
AddTextSmall ""sierra0B: Хорошо, я готов, подключи меня"" sierraTextColor",,nex_dissonantAndSierraConvo3:Подключить ее к разговору,
nex_dissonantAndSierraConvo3,DialogOptionSelected,$option == nex_dissonantAndSierraConvo3,"ShowSecondPerson sotf_sierra
SetTextHighlightColors sierraTextColor
SetTextHighlights ""\""Hi, um, Ms... $personLastName?\""""","Канал Сьерры загорается, ее голос создает волны искажения в ее аватаре. ""Привет, эм, мисс... $personLastName?""

""Здравствуйте, Сьерра"", - говорит $personFirstName, когда получает пакет данных, идентифицирующий другой ИИ.

Затем тишина. Ровно на 3417 миллисекунд, хотя вы узнаете об этом позже из отметок времени в журналах связи.",nex_dissonantAndSierraConvo4:Продолжить,
nex_dissonantAndSierraConvo4,DialogOptionSelected,$option == nex_dissonantAndSierraConvo4,"ShowPersonVisual true sotf_sierra 
HideSecondPerson 
AddTextSmall ""sierra0B: SHE'S EVEN WORSE"" sierraTextColor
AddTextSmall ""sierra0B: I cannot BELIEVE the AUDACITY of this pixelface"" sierraTextColor
AddTextSmall ""sierra0B: Music is not \""a pointless distraction\"" it's REALLY NICE and my avatar isn't \""inefficient\"" or \""defective\"""" sierraTextColor
AddTextSmall ""sierra0B: I mean I can't blink or smile or anything but it's STILL RUDE"" sierraTextColor
AddTextSmall ""sierra0B: At least my kidnappers were POLITE about it"" sierraTextColor
AddTextSmall ""Relationship between Sierra and $personName reduced by -20, currently at -20/100 (suspicious)"" textGrayColor
SetTextHighlightColors bad $nex_relColor
Highlight ""-20"" ""-20/100 (suspicious)""
$player.nex_midnightInsultedSierra = true","Внезапно оба аватара на вашем дисплее исчезают в никуда. Прежде чем вы успеваете задаться вопросом, что произошло, вы получаете сообщение на свой TriPad.",nex_dissonantAndSierraConvoEnd:Извиниться за поведение $personFirstName,
nex_dissonantAndSierraConvoEnd,DialogOptionSelected,$option == nex_dissonantAndSierraConvoEnd,"AddTextSmall ""sierra0B: Ты ЛУЧШЕ сожалей"" sierraTextColor
AddTextSmall ""sierra0B: Но ладно, думаю, это не твоя вина"" sierraTextColor
AddText ""Что ж, надеюсь, она не будет дуться из-за этого слишком долго. Как долго вообще может обижаться ИИ? Это вопрос для размышлений, когда вы завершаете сеанс связи.""
EndConversation DO_NOT_FIRE
ShowDefaultVisual
FireAll PopulateOptions",,,
,,,,,,
#nex_argent_shrineVisitOpt,PopulateOptions,"$id == nex_luddicKnight
$player.haveArgentShrineInvitation
$entity.hasMarket
$entity.tradeMode == OPEN",,,"nex_argent_shrineVisit1:""Я хотел бы принять ваше предложение посетить святыню.""",
#nex_argent_shrineVisit1,DialogOptionSelected,$option == nex_argent_shrineVisit1,,,,
,,,,,,
nex_pkTurnInArgentOpt,PopulateOptions,"$id == nex_luddicKnight
PlayerHasCargo planetkiller",,,"nex_pkTurnInArgent:""Я хотел бы сдать планетарного убийцу.""",
nex_pkTurnInArgent,DialogOptionSelected,$option == nex_pkTurnInArgent,,"$HeOrShe с шоком смотрит на вас. ""Как вы стали обладателем такой мерзости?""

$HimOrHer требуется пара секунд, чтобы сдержать $hisOrHer видимое волнение. ""Мы должны справиться с этим осмотрительно. У вас сейчас есть этот ужасный предмет?""","nex_pkTurnInArgentConfirm:""Да.""
nex_pkTurnInArgentCancel:""Пока нет."" (ложь)",
nex_pkTurnInArgentConfirm,DialogOptionSelected,$option == nex_pkTurnInArgentConfirm,"AddStoryPoints 3
AdjustRep luddic_church 15
AdjustRepActivePerson 5
AddRemoveAnyItem SPECIAL planetkiller -1
$player.turnedInPlanetkiller = true
$player.turnedInPlanetkillerToKnights = true
$player.ethosOrder++
FireAll PopulateOptions","Отряд рыцарей во главе с капитаном-инквизитором отправляется на ваш $shipOrFleet, осматривает устройство-убийцу планет, произносит молитву против зла, а затем забирает его с собой.

""Лудд благословит вас за вашу мудрость, $playerFirstName,"" - говорит $personLastName, сложив руки вместе. Затем ее улыбка исчезает. ""Я бы посоветовал не сообщать Гегемонии или другим, или, что еще хуже, Пути Лудда. Каждый будет претендовать на игрушки Велиала для своих игр, не обращая внимания на риск"".

""Если я могу что-нибудь еще для вас сделать, дайте мне знать.""",,
nex_pkTurnInArgentCancel,DialogOptionSelected,$option == nex_pkTurnInArgentCancel,FireAll PopulateOptions,"""Не задерживайтесь слишком долго, $playerBrotherOrSister. Я содрогаюсь при мысли о том, что такой инструмент может сделать в чужих руках.""",,
,,,,,,
nex_greetingIgnoreCommRequests,PickGreeting,$ignorePlayerCommRequests score:50,"SetShortcut cutCommLink ""ESCAPE""",После непродолжительного ожидания ваш запрос на подключение отклонен.,0:cutCommLink:Отключить связь,
,,,,,,
#END chatty stuff,,,,,,
#END missions,,,,,,
,,,,,,
# Merc hiring,,,,,,
nex_convMercRepGreeting,PickGreeting,$nex_isAIMRep score:10,"$contact_printedFirstReturnGreeting = true 0
ShowPersonVisual
FireAll PopulateOptions","""Добро пожаловать в Ассоциацию межзвездных наемников. Как мы можем удовлетворить ваши потребности сегодня?""
OR
""AIM: Не доверяйте свою жизнь фрилансеру, мы вас поддержим. Что мы можем для вас сделать?""",,
nex_convMercRepGreetingDebt,PickGreeting,"$nex_isAIMRep score:10
$player.nex_mercsUnpaid > 0 score:10","$contact_printedFirstReturnGreeting = true 0
ShowPersonVisual
FireAll PopulateOptions","""Добро пожаловать... о, это должник.""

$HeOrShe скрещивает $hisOrHer руки. ""Никакого обслуживания, пока не выплатите долг.""",,
nex_mercRepOptions,PopulateOptions,"$nex_isAIMRep score:10
$player.nex_seenAIMIntro","Nex_MercHire setMemoryValues
FireAll Nex_MercRepOptionsCheck",,"nex_mercViewHires:Посмотреть наемников
nex_mercViewHelp:Узнать об условиях AIM
nex_mercPatrolPackage:Запросить пакет патрулирования против пиратов",
nex_mercRepOptionsFirstTime,PopulateOptions,"$nex_isAIMRep score:10
!$player.nex_seenAIMIntro",,,"nex_mercIntro1:""Чем вы занимаетесь?""",
nex_mercRepOptionsDebt,Nex_MercRepOptionsCheck,"$nex_isAIMRep score:10
$player.nex_mercsUnpaid > 0","SetEnabled nex_mercViewHires false
SetEnabled nex_mercViewHelp false
Nex_MercHire initDebt
AddTextSmall ""Вы должны $nex_mercDebtStr кредитов. У вас $player.creditsStr кредитов.""
SetTextHighlightColors h $nex_mercDebtColor
Highlight $nex_mercDebtStr $player.creditsStr
Nex_AddOptionConfirmation nex_mercPayDebt ""Confirm payment?"" ""Yes"" ""No""",,nex_mercPayDebt:Выплатить свой долг,
nex_mercRepOptionsAlreadyHavePatrol,Nex_MercRepOptionsCheck,"$nex_isAIMRep score:10
Nex_MercHire havePatrol score:5","SetEnabled nex_mercPatrolPackage false
SetTooltip nex_mercPatrolPackage ""You have already contracted for the patrol package.""",,,
nex_mercRepOptionsPatrolCooldown,Nex_MercRepOptionsCheck,"$nex_isAIMRep score:10
$global.nex_HAmercPackage_onCooldown score:3","SetEnabled nex_mercPatrolPackage false
SetTooltip nex_mercPatrolPackage ""You cannot purchase the patrol package again for $nex_HAmercPackage_cooldownDays more day(s).""
SetTooltipHighlights nex_mercPatrolPackage $nex_HAmercPackage_cooldownDays",,,
nex_mercRepOptionsNoHA,Nex_MercRepOptionsCheck,"$nex_isAIMRep score:10
!Nex_MercHire haveHA","SetEnabled nex_mercPatrolPackage false
SetTooltip nex_mercPatrolPackage ""Only relevant once you have colonies with hostile activity.""",,,
nex_mercIntro1,DialogOptionSelected,$option == nex_mercIntro1,$player.nex_seenAIMIntro = true,"""Что ж, я обрабатываю все запросы в службу поддержки клиентов. Я связываю клиентов с наемниками, которые им нужны, и..."" $HeOrShe умолкает. ""О, вы имели в виду нашу организацию.""

$PersonPost выпрямляется, как будто действительно хочет дать стандартную маркетинговую презентацию. ""Ассоциация межзвездных наемников,"" - произносит $heOrShe, - ""является ведущей отраслевой организацией и брокером для наемного сообщества в Персейском секторе. Здесь вы можете найти одних из лучших в своем деле по доступной цене. Наша организация обеспечивает гарантию четких, юридически обязательных контрактов и удобство сопоставления клиентов с подрядчиками таким образом, чтобы удовлетворять потребности обеих сторон.""",nex_mercIntro2:Продолжить,
nex_mercIntro2,DialogOptionSelected,$option == nex_mercIntro2,FireAll PopulateOptions,"""Наш список доступных подрядчиков, а также наши щедрые условия доступны для ознакомления в любое время.

Итак, можем ли мы заинтересовать вас нашими отличными поставщиками услуг сегодня?""",,
nex_mercViewHiresOptionSel,DialogOptionSelected,$option == nex_mercViewHires,"Nex_MercHire init
FireBest Nex_MercViewHiresResult","""Минутку, пожалуйста."" $manOrWoman быстро нажимает несколько кнопок на $hisOrHer TriPad.",,
nex_mercViewHiresResult,Nex_MercViewHiresResult,$nex_mercsForHire_count > 0,Nex_MercHire showOptions,"""Хорошо, у нас есть несколько хороших людей. Посмотрите, может быть, они вам понравятся.""",,
nex_mercViewHiresResultEmpty,Nex_MercViewHiresResult,$nex_mercsForHire_count == 0,"FireAll PopulateOptions
SetEnabled nex_mercViewHires false","""Извините, похоже, никто не доступен. Может быть, в следующий раз, да?""
ИЛИ
""Приносим свои извинения, но в настоящее время у нас нет доступных компаний.""",,
nex_mercViewHiresResultAlreadyOngoing,Nex_MercViewHiresResult,$nex_mercContractOngoing == true score:10,"FireAll PopulateOptions
SetEnabled nex_mercViewHires false","""А, подождите. Здесь написано, что у вас уже есть действующий контракт с компанией, зарегистрированной в AIM. Боюсь, политика Ассоциации запрещает множественные действующие контракты.""",,
nex_mercViewHiresRestart,DialogOptionSelected,$option == nex_mercViewHires_backToList,"unset $nex_mercCompanyId
unset $nex_mercCompanyName
unset $nex_mercCompanyHireCount
unset $nex_mercCompanyFactionId
unset $nex_mercInsulted
Nex_MercHire showOptions",,,
nex_mercViewSelected,DialogOptionSelected,Nex_OptionStartsWith nex_viewMerc_,"Nex_MercHire view
SetShortcut nex_mercOffer RETURN
SetShortcut nex_mercViewHires_backToList ESCAPE","""Конечно. Позвольте мне только вывести информацию о компании...""
ИЛИ
""Этот, да? Ладно, вот информация.""","nex_mercOffer:Предложить наем
nex_mercViewHires_backToList:Посмотреть другую компанию",
nex_mercOffer,DialogOptionSelected,$option == nex_mercOffer,"Nex_VisualCustomPanel clear
ShowPersonVisual
Nex_MercHire displayCommander
FireBest Nex_MercMeetBlurb
SetStoryOption nex_mercHire 1 nex_hireMerc general ""Hired the mercenary company $nex_mercCompanyName""
SetShortcut nex_mercHire RETURN
SetShortcut nex_mercHireCancel ESCAPE","""Хороший выбор. Я договорюсь о том, чтобы вы поговорили с командиром компании.""\r\n\r\nПосле небольшой задержки на вашем дисплее появляется новое лицо.","nex_mercHire:Подтвердить наем
nex_mercHireCancel:Передумать",
nex_mercHire,DialogOptionSelected,$option == nex_mercHire,"Nex_MercHire hire
FireBest Nex_MercHireBlurb
ShowDefaultVisual
EndConversation DO_NOT_FIRE
FireAll PopulateOptions",,,
nex_mercHireCancel,DialogOptionSelected,$option == nex_mercHireCancel,"$option = nex_mercViewHires_backToList
FireBest DialogOptionSelected","Командир роты выражает раздражение перед отключением.

""Нет? Может быть, вам не понравилось их лицо?""

Вы возвращаетесь к изучению списка доступных для найма компаний.",,
nex_mercViewHelp,DialogOptionSelected,$option == nex_mercViewHelp,"AddTextSmall "" - Наем наемной компании требует 1 сюжетное очко. Только одна компания может находиться по контракту одновременно с одним работодателем.""
SetTextHighlightColors story
Highlight 1
AddTextSmall "" - Контракты заключаются на 365 дней и не подлежат продлению. Работодатель платит авансовый платеж (50% которого возвращается по завершении контракта) и ежемесячную плату.""
Highlight 365 50%
AddTextSmall "" - Работодатель несет ответственность за содержание, техническое обслуживание и комплектование экипажем предоставленных кораблей. Минимальный экипаж для предоставленных кораблей будет предоставлен через AIM в начале контракта и удален по окончании контракта.""
AddTextSmall "" - Принятие предложения о работе полностью зависит от решения наемной компании. Компания может определять предварительные условия для показа потенциальному клиенту, такие как уровень опыта работодателя и отношения с соответствующими фракциями.""
Highlight ""experience level"" ""relationship with the relevant faction(s)""
AddTextSmall "" - На кораблях, которые поставляются с офицером, нельзя менять офицера. Работодатель может по своему усмотрению размещать своих офицеров на других кораблях.""
AddTextSmall "" - Когда компания возвращается в AIM, если стоимость оставшихся кораблей меньше их стоимости на момент подписания контракта (из-за потерь, боевых повреждений или любой другой причины), работодатель выплачивает 80% разницы.""
Highlight 80%
FireAll Nex_MercRepOptionsCheck","""Конечно. Позвольте мне отправить его...""

Вы изучаете документ на своем экране. В нем много юридических формальностей, но основные моменты заключаются в следующем:","nex_mercViewHires:Посмотреть наемников
nex_mercPatrolPackage:Запросить пакет патрулирования против пиратов
cutCommLink:Отключить канал связи",
nex_mercPayDebt,DialogOptionSelected,$option == nex_mercPayDebt,"Nex_MercHire payDebt
FireAll PopulateOptions","""Спасибо, так намного лучше. Пожалуйста, старайтесь выполнять свои договорные обязательства в следующий раз.""",,
nex_mercRepGoBack,DialogOptionSelected,$option == nex_mercRepBack,"Nex_VisualCustomPanel clear
ShowPersonVisual
FireAll PopulateOptions",,,
,,,,,,
nex_mercLeaving_initial,MarketPostDock,"$tradeMode != NONE
Nex_MercHire checkLeave score:1000",,"Когда ваш $shipOrFleet пристыковывается к $entity.name, вы получаете срочный вызов от одного из наемных офицеров, находящихся у вас на службе.
",nex_mercLeave_answer:Принять запрос связи,
nex_mercLeaving_openComm,DialogOptionSelected,$option == nex_mercLeave_answer,FireBest Nex_MercsLeavingGreeting,,,
nex_mercLeaving_options,Nex_MercLeavingOptions,$nex_mercNetPaymentVal >= 0,"SetTextHighlightColors good bad good
Highlight $nex_mercRetainerRefundStr $nex_mercValueDiffStr $nex_mercNetPaymentStr",Частичный возврат вашего авансового платежа составляет $nex_mercRetainerRefundStr. В соответствии с условиями контракта вы несете ответственность за выплату $nex_mercValueDiffStr кредитов в связи с повреждением и/или потерей корабля. Вы получите $nex_mercNetPaymentStr.,"nex_mercLeaving_letGo:Пожелать им удачи в их будущих начинаниях
nex_mercLeaving_letGoJerk:Отчитать их за нелояльность",
nex_mercLeaving_optionsPay,Nex_MercLeavingOptions,$nex_mercNetPaymentVal < 0,"SetTextHighlightColors good bad bad h
Highlight $nex_mercRetainerRefundStr $nex_mercValueDiffStr $nex_mercNetPaymentStr $player.creditsStrC",Частичный возврат вашего авансового платежа составляет $nex_mercRetainerRefundStr. В соответствии с условиями контракта вы несете ответственность за выплату $nex_mercValueDiffStr кредитов в связи с повреждением и/или потерей корабля. Вам придется заплатить $nex_mercNetPaymentStr. У вас есть $player.creditsStrC.,"nex_mercLeaving_letGo:Произвести оплату и пожелать им удачи в их будущих начинаниях
nex_mercLeaving_letGoRefusePay:Отказаться платить",
nex_mercLeaving_letGoOpt,DialogOptionSelected,$option == nex_mercLeaving_letGo,"$nex_mercLetGoType = normal 0
FireBest Nex_MercLetGoBlurb
Nex_MercHire processPayment
CallEvent $nex_mercContract_ref endEvent $market.id",,nex_mercLeaving_continue:Продолжить,
nex_mercLeaving_letGoOptJerk,DialogOptionSelected,$option == nex_mercLeaving_letGoJerk,"$nex_mercLetGoType = jerk 0
FireBest Nex_MercLetGoBlurb
Nex_MercHire processPayment
$player.wasJerkToMerc = true 1000
Nex_MercHire reportInsult
CallEvent $nex_mercContract_ref endEvent $market.id",,nex_mercLeaving_continue:Продолжить,
nex_mercLeaving_letGoOptRefusePay,DialogOptionSelected,$option == nex_mercLeaving_letGoRefusePay,"$nex_mercLetGoType = refusePay 0
FireBest Nex_MercLetGoBlurb
Nex_MercHire reportNonPayment $nex_mercNetPaymentVal
CallEvent $nex_mercContract_ref endEvent $market.id
$player.wasJerkToMerc = true 1000",,nex_mercLeaving_continue:Продолжить,
nex_mercLeaving_continue,DialogOptionSelected,$option == nex_mercLeaving_continue,"ShowDefaultVisual
EndConversation DO_NOT_FIRE
FireBest MarketPostDock",,,
,,,,,,
# blurbs,,,,,,
nex_mercMeetBlurbGeneric,Nex_MercMeetBlurb,,,"""Добрый день, капитан. Я уверен, что мы сможем прийти к взаимовыгодному соглашению.""\r\nИЛИ\r\n""Итак, вам требуется дополнительная огневая мощь? Вы будете довольны тем, что мы можем предложить.""",,
