id,type,text1,text2,text3,notes
planet_yama_pirates,CUSTOM,"Yama scored only marginal viability on the Eridani-Utopia Corporation survey charts, but the nearby fuel facility on Nachiketa prompted terraforming and colonization. After a political coup went wrong leaving the governor and a majority of his staff floating through space, the planet found itself left with a huge power vacuum. With no one filling the gap the planet naturally descended into anarchy. In the chaos, a pirate warlord managed to capture the orbital station, forcing any incoming or outgoing trade convoys to first go through him. The planet's self-reliance on food and consumer goods has left it a surprisingly stable polity despite the influx of pirates and smugglers.",,,
planet_yama_sindrian_diktat,CUSTOM,"Yama scored only marginal viability on the Eridani-Utopia Corporation survey charts, but the nearby fuel facility on Nachiketa prompted terraforming and colonization. The planet remains a major exporter of domestic goods and metals, the market is now subject to heavy protectionism however and importing goods from outside the Diktat is nearly impossible. Civilian hierarchy on the planet was completely done away with during the takeover. The newly installed military governor holds absolute authority over the populace, ruling with an iron fist and cult-like obedience to Andrada.",,,
planet_yama_tritachyon,CUSTOM,"Yama scored only marginal viability on the Eridani-Utopia Corporation survey charts, but the nearby fuel facility on Nachiketa prompted terraforming and colonization. Tri-Tachyon's takeover of the planet was quickly followed by business ventures into producing drugs with the already available infrastructure. This new business model has allowed Yama to become one of the Corporation's most profitable ventures even if the planet's population is less than thrilled.",,,
planet_yama_neutral,CUSTOM,"Yama scored only marginal viability on the Eridani-Utopia Corporation survey charts, but the nearby fuel facility on Nachiketa prompted terraforming and colonization. Once one of the few places in the sector where people could lead a relatively peaceful life. The quiet farms and great refineries this planet was formerly known for now lay decrepit and irreparable. The remaining fragments of society stuck here can at least take solace in the fact they are trapped on a habitable world while slaughtering each other for territory and resources.",,,
,,,,,
planet_yami_hegemony,CUSTOM,Officials within the Hegemony came to the conclusion that the current military presence within the Naraka system was inadequate after a League raid left the largest refinery on Yama lying in ruin. This moon was deemed safe enough to place a military presence closer to Yama than Nachiketa while leaving the majority of the civilian population unperturbed.,,,
planet_yami_independent,CUSTOM,Independent traders were quick to jump at the chance for their own piece of space when land on this moon was being given away for free. The majority of the planet's structures are warehouses constructed by its residents to take advantage of the tax-free land. Goods often sit here for many cycles before being transported across the sector when prices finally rise.,,,
planet_yami_luddic_church,CUSTOM,"The Church set up a small missionary town on this moon. Citizens from the planet below and throughout the system are welcomed here with open arms regardless of creed or nationality. Conversions are slow and arduous as the Church has had little influence in the Naraka system since the collapse. For now, this quaint colony is allowed to exist due to its charitable donations—some would call it tribute—to the other planets in the system.",,,
planet_yami_luddic_path,CUSTOM,"Fringe Pather groups dot the surface of this moon; most ""buildings"" are actually derelict ships deemed too hazardous for even the Path to continue using. Their internal bulkheads and weapon systems are gutted to make room for colonial necessities like habitation modules and port facilities. At what point the Pathers actually took over the moon is exceptionally unclear but they are unlikely to uproot without a push.",,,
planet_yami_persean,CUSTOM,"League traders have set up a small waystation on this planet, taking advantage of the tax-free land. Masquerading as independent traders their paperwork is barely legitimate enough to not be wiped out for territorial encroachment. Goods often sit here for many cycles before being transported across the sector when prices finally rise.",,,
planet_yami_pirates,CUSTOM,"Pirate and smuggler bases dot the surface of this moon, most buildings are clad in thick armor with windows and exterior lights removed in an effort to reduce their visual and sensor profiles. For the moment the colony's existence is begrudgingly ignored as smugglers from Yami supplement the system's medical supply shortages in addition to recreational drugs.",,,
planet_yami_sindrian_diktat,CUSTOM,"Sindrian merchants have set up a small waystation on this planet, taking advantage of the tax-free land. The main commodity of the moon is AM fuel directly from the Diktat. Other polities in the system care little for the moon, viewing it as little more than a stockpile of fuel to buy from if prices elsewhere spike or to seize in wartime.",,,
planet_yami_tritachyon,CUSTOM,"Small automated mining operations dot the surface of the moon giving off speckles of light beautiful to gaze at from Yama below. The colony's main feature is a leading-edge Tri-Tachyon research lab set under the surface of the moon. The lab's central focus is research into the collapse of the gate network, which has made it one of the few Hegemony endorsed Tri-Tachyon enterprises. ",,,
,,,,,
planet_epiphany_hegemony,CUSTOM,"Once a quiet mining colony, Epiphany was selected for settlement by the heretical leader of an obscure Luddic cult. Epiphany's civilian government was toppled by Pathers during a burst of enthusiasm during the Second AI War. The recent takeover of Epiphany by the Hegemony has left the populace divided. While the Pathers immediately vowed to drive the Hegemony out by force, the more moderate native inhabitants have seen the invasion as a welcome change to constant warfare. Hegemony officers are encouraged to mingle with the populace to build up goodwill and civilian opinion has begun shifting in favor of the stability and security the Hegemony offers. ",,,
planet_epiphany_independent,CUSTOM,"Once a quiet mining colony, Epiphany was selected for settlement by the heretical leader of an obscure Luddic cult. Epiphany's civilian government was toppled by Pathers during a burst of enthusiasm during the Second AI War. After the execution of a minor by a Pather militant for daring to play games on a Tri-Pad, with authorities lacking the capability to understand what the Pather had done wrong, a revolution was inevitable. The newly reinstated civilian government has not aligned itself to any faction, choosing instead to hold on to what little freedom it can grasp.",,,
planet_epiphany_luddic_church,CUSTOM,"Once a quiet mining colony, Epiphany was selected for settlement by the heretical leader of an obscure Luddic cult. Epiphany's civilian government was toppled by Pathers during a burst of enthusiasm during the Second AI War. The Church sought to reign in the Path since the calamity on Mairaath in cycle 82. The capture of Epiphany gave Church officials an opportunity to deradicalize the remaining Pather militants and leaders residing on the planet. While Church missionaries espouse the importance of peace and virtue, their words too often fall on deaf ears. Few Pathers are swayed by the words of the Church they have long viewed as too unprincipled to enact God’s will.",,,
planet_epiphany_persean,CUSTOM,"Once a quiet mining colony, Epiphany was selected for settlement by the heretical leader of an obscure Luddic cult. Epiphany's civilian government was toppled by Pathers during a burst of enthusiasm during the Second AI War. The planet was seen as a natural extension of the League and joined in a similar fashion to Olinadu after a quick but violent uprising. The new government has retained near-complete autonomy in no small part due to the alarming number of Pathers that still reside on the planet.",,,
planet_epiphany_pirates,CUSTOM,"Once a quiet mining colony, Epiphany was selected for settlement by the heretical leader of an obscure Luddic cult. Epiphany's civilian government was toppled by Pathers during a burst of enthusiasm during the Second AI War. The Pathers found themselves swamped by an increasing number of undesirables as the planet’s reputation as a safe haven grew. Inevitably the Path lost its fragile hold on the world, their divine message overwhelmed by the influx of pirates and smugglers, scoundrels without faith or law.",,,
planet_epiphany_sindrian_diktat,CUSTOM,"Once a quiet mining colony, Epiphany was selected for settlement by the heretical leader of an obscure Luddic cult. Epiphany's civilian government was toppled by Pathers during a burst of enthusiasm during the Second AI War. The Interior Ministry has little reason to hold onto the planet besides providing a mere trickle of volatiles to Sindria. However, the hit to their prestige would be too immense to allow the planet to slip out of their grasp. Suppression of ceaseless Pather uprisings has proven to be a bottomless sump for manpower and credits alike.",,,
planet_epiphany_tritachyon,CUSTOM,"Once a quiet mining colony, Epiphany was selected for settlement by the heretical leader of an obscure Luddic cult. Epiphany's civilian government was toppled by Pathers during a burst of enthusiasm during the Second AI War. Luddites make terrible customers for the Tri-Tachyon; however, the underlying civilian populace lacked any strong ideals allowing the company to set up a bare-bones market presence. The planet's dilapidated spaceport has been given an upgrade to something approaching suitability for trade and commerce.",,,
planet_epiphany_neutral,CUSTOM,"Once a quiet mining colony, Epiphany was selected for settlement by the heretical leader of an obscure Luddic cult. Epiphany's civilian government was toppled by Pathers during a burst of enthusiasm during the Second AI War. The planets degrading spaceport and general lack of infrastructure were already clear signs of what was to come. At some point, the trade convoys stopped and the remnants of society fought for what little was left. With no atmosphere or infrastructure to speak of it is only a matter of time until the few people left here disappear.",,,
